CUST,Start time for each 30min measurement period,Consumption in kWh,Trading Period,Price $/MWh for each trading period,Solar Energy Used,Excess Energy Exported to Grid,Revenue from Energy Used by Building,Revenue from Energy Exported to Grid,Total Revenue per Period
218691361,2023-07-28 02:30:00,0.99,4,163.6,0.99,2.34,0.2871,0.2808,0.5679
218691361,2023-07-28 03:00:00,0.48,5,173.41,0.48,2.85,0.1392,0.342,0.4812
218691361,2023-07-28 03:30:00,1.01,6,172.24,1.01,2.32,0.2929,0.2784,0.5713
218691361,2023-07-28 04:00:00,0.83,7,164.47,0.83,2.5,0.2407,0.3,0.5407
218691361,2023-07-28 04:30:00,0.65,8,157.99,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-07-28 05:00:00,0.83,9,173.06,0.83,2.5,0.2407,0.3,0.5407
218691361,2023-07-28 05:30:00,0.84,10,186.22,0.84,2.49,0.2436,0.2988,0.5424
218691361,2023-07-28 06:00:00,0.65,11,161.68,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-07-28 06:30:00,0.97,12,168.05,0.97,2.36,0.2813,0.2832,0.5645
218691361,2023-07-28 07:00:00,0.58,13,148.04,0.58,2.75,0.1682,0.33,0.4982
218691361,2023-07-28 07:30:00,0.88,14,145.41,0.88,2.45,0.2552,0.294,0.5492
218691361,2023-07-28 08:00:00,1.06,15,160.56,1.06,2.27,0.3074,0.2724,0.5798
218691361,2023-07-28 08:30:00,0.54,16,143.29,0.54,2.79,0.1566,0.3348,0.4914
218691361,2023-07-28 09:00:00,1.01,17,107.47,1.01,2.32,0.2929,0.2784,0.5713
218691361,2023-07-28 09:30:00,1.18,18,94.91,1.18,2.15,0.3422,0.258,0.6002
218691361,2023-07-28 10:00:00,1.25,19,90.78,1.25,2.08,0.3625,0.2496,0.6121
218691361,2023-07-28 10:30:00,1.59,20,168.87,1.59,1.74,0.4611,0.2088,0.6699
218691361,2023-07-28 11:00:00,1.62,21,158.17,1.62,1.71,0.4698,0.2052,0.675
218691361,2023-07-28 11:30:00,0.96,22,141.94,0.96,2.37,0.2784,0.2844,0.5628
218691361,2023-07-28 12:00:00,0.95,23,165.35,0.95,2.38,0.2755,0.2856,0.5611
218691361,2023-07-28 12:30:00,1,24,174.52,1,2.33,0.29,0.2796,0.5696
218691361,2023-07-28 13:00:00,0.64,25,156.54,0.64,2.69,0.1856,0.3228,0.5084
218691361,2023-07-28 13:30:00,1.01,26,140.4,1.01,2.32,0.2929,0.2784,0.5713
218691361,2023-07-28 14:00:00,0.87,27,127.15,0.87,2.46,0.2523,0.2952,0.5475
218691361,2023-07-28 14:30:00,0.75,28,109.66,0.75,2.58,0.2175,0.3096,0.5271
218691361,2023-07-28 15:00:00,0.9,29,112,0.9,2.43,0.261,0.2916,0.5526
218691361,2023-07-28 15:30:00,0.6,30,102.51,0.6,2.73,0.174,0.3276,0.5016
218691361,2023-07-28 16:00:00,0.77,31,103.87,0.77,2.56,0.2233,0.3072,0.5305
218691361,2023-07-28 16:30:00,0.85,32,117.34,0.85,2.48,0.2465,0.2976,0.5441
218691361,2023-07-28 17:00:00,0.48,33,143.55,0.48,2.85,0.1392,0.342,0.4812
218691361,2023-07-28 17:30:00,0.86,34,180.3,0.86,2.47,0.2494,0.2964,0.5458
218691361,2023-07-28 18:00:00,1.18,35,188.05,1.18,2.15,0.3422,0.258,0.6002
218691361,2023-07-28 18:30:00,0.5,36,181.97,0.5,2.83,0.145,0.3396,0.4846
218691361,2023-07-28 19:00:00,1.13,37,189.27,1.13,2.2,0.3277,0.264,0.5917
218691361,2023-07-28 19:30:00,0.84,38,144.98,0.84,2.49,0.2436,0.2988,0.5424
218691361,2023-07-28 20:00:00,0.48,39,145.88,0.48,2.85,0.1392,0.342,0.4812
218691361,2023-07-28 20:30:00,0.85,40,141.77,0.85,2.48,0.2465,0.2976,0.5441
218691361,2023-07-28 21:00:00,0.83,41,157.58,0.83,2.5,0.2407,0.3,0.5407
218691361,2023-07-28 21:30:00,0.48,42,151.59,0.48,2.85,0.1392,0.342,0.4812
218691361,2023-07-28 22:00:00,0.84,43,181.53,0.84,2.49,0.2436,0.2988,0.5424
218691361,2023-07-28 22:30:00,0.81,44,181.47,0.81,2.52,0.2349,0.3024,0.5373
218691361,2023-07-28 23:00:00,0.52,45,185.44,0.52,2.81,0.1508,0.3372,0.488
218691361,2023-07-28 23:30:00,0.82,46,176.09,0.82,2.51,0.2378,0.3012,0.539
218691361,2023-07-29 00:00:00,0.74,47,184.88,0.74,2.59,0.2146,0.3108,0.5254
218691361,2023-07-29 00:30:00,0.59,48,166.94,0.59,2.74,0.1711,0.3288,0.4999
218691361,2023-07-29 01:00:00,0.85,1,174.74,0.85,2.48,0.2465,0.2976,0.5441
218691361,2023-07-29 01:30:00,0.65,2,165.99,0.65,2.68,0.1885,0.3216,0.5101
218691361,2023-07-29 02:00:00,0.68,3,167.75,0.68,2.65,0.1972,0.318,0.5152
218691361,2023-07-29 02:30:00,0.85,4,167.02,0.85,2.48,0.2465,0.2976,0.5441
218691361,2023-07-29 03:00:00,0.57,5,163.91,0.57,2.76,0.1653,0.3312,0.4965
218691361,2023-07-29 03:30:00,0.75,6,131.98,0.75,2.58,0.2175,0.3096,0.5271
218691361,2023-07-29 04:00:00,0.85,7,120.02,0.85,2.48,0.2465,0.2976,0.5441
218691361,2023-07-29 04:30:00,0.51,8,107.9,0.51,2.82,0.1479,0.3384,0.4863
218691361,2023-07-29 05:00:00,0.82,9,120.22,0.82,2.51,0.2378,0.3012,0.539
218691361,2023-07-29 05:30:00,0.84,10,123.6,0.84,2.49,0.2436,0.2988,0.5424
218691361,2023-07-29 06:00:00,0.48,11,145.51,0.48,2.85,0.1392,0.342,0.4812
218691361,2023-07-29 06:30:00,0.86,12,126.49,0.86,2.47,0.2494,0.2964,0.5458
218691361,2023-07-29 07:00:00,0.83,13,135.12,0.83,2.5,0.2407,0.3,0.5407
218691361,2023-07-29 07:30:00,0.47,14,134.28,0.47,2.86,0.1363,0.3432,0.4795
218691361,2023-07-29 08:00:00,0.85,15,125.38,0.85,2.48,0.2465,0.2976,0.5441
218691361,2023-07-29 08:30:00,0.83,16,146.36,0.83,2.5,0.2407,0.3,0.5407
218691361,2023-07-29 09:00:00,0.48,17,166.27,0.48,2.85,0.1392,0.342,0.4812
218691361,2023-07-29 09:30:00,0.85,18,188.1,0.85,2.48,0.2465,0.2976,0.5441
218691361,2023-07-29 10:00:00,0.84,19,186.87,0.84,2.49,0.2436,0.2988,0.5424
218691361,2023-07-29 10:30:00,0.48,20,148.11,0.48,2.85,0.1392,0.342,0.4812
218691361,2023-07-29 11:00:00,0.84,21,161.64,0.84,2.49,0.2436,0.2988,0.5424
218691361,2023-07-29 11:30:00,0.84,22,140.81,0.84,2.49,0.2436,0.2988,0.5424
218691361,2023-07-29 12:00:00,0.47,23,131.1,0.47,2.86,0.1363,0.3432,0.4795
218691361,2023-07-29 12:30:00,0.82,24,121.22,0.82,2.51,0.2378,0.3012,0.539
218691361,2023-07-29 13:00:00,1.1,25,134.64,1.1,2.23,0.319,0.2676,0.5866
218691361,2023-07-29 13:30:00,0.51,26,128.67,0.51,2.82,0.1479,0.3384,0.4863
218691361,2023-07-29 14:00:00,0.85,27,129.88,0.85,2.48,0.2465,0.2976,0.5441
218691361,2023-07-29 14:30:00,0.73,28,129.24,0.73,2.6,0.2117,0.312,0.5237
218691361,2023-07-29 15:00:00,0.58,29,129.41,0.58,2.75,0.1682,0.33,0.4982
218691361,2023-07-29 15:30:00,0.83,30,133.79,0.83,2.5,0.2407,0.3,0.5407
218691361,2023-07-29 16:00:00,0.61,31,130.2,0.61,2.72,0.1769,0.3264,0.5033
218691361,2023-07-29 16:30:00,0.67,32,139.77,0.67,2.66,0.1943,0.3192,0.5135
218691361,2023-07-29 17:00:00,0.83,33,145.56,0.83,2.5,0.2407,0.3,0.5407
218691361,2023-07-29 17:30:00,0.52,34,142.85,0.52,2.81,0.1508,0.3372,0.488
218691361,2023-07-29 18:00:00,0.79,35,150.65,0.79,2.54,0.2291,0.3048,0.5339
218691361,2023-07-29 18:30:00,0.84,36,166.68,0.84,2.49,0.2436,0.2988,0.5424
218691361,2023-07-29 19:00:00,0.48,37,197.73,0.48,2.85,0.1392,0.342,0.4812
218691361,2023-07-29 19:30:00,0.85,38,183.54,0.85,2.48,0.2465,0.2976,0.5441
218691361,2023-07-29 20:00:00,0.83,39,159.05,0.83,2.5,0.2407,0.3,0.5407
218691361,2023-07-29 20:30:00,0.48,40,140.35,0.48,2.85,0.1392,0.342,0.4812
218691361,2023-07-29 21:00:00,0.85,41,142.22,0.85,2.48,0.2465,0.2976,0.5441
218691361,2023-07-29 21:30:00,0.83,42,141.19,0.83,2.5,0.2407,0.3,0.5407
218691361,2023-07-29 22:00:00,0.48,43,164.94,0.48,2.85,0.1392,0.342,0.4812
218691361,2023-07-29 22:30:00,0.85,44,161.81,0.85,2.48,0.2465,0.2976,0.5441
218691361,2023-07-29 23:00:00,0.84,45,172.65,0.84,2.49,0.2436,0.2988,0.5424
218691361,2023-07-29 23:30:00,0.48,46,165.86,0.48,2.85,0.1392,0.342,0.4812
218691361,2023-07-30 00:00:00,0.85,47,191.22,0.85,2.48,0.2465,0.2976,0.5441
218691361,2023-07-30 00:30:00,0.85,48,173.67,0.85,2.48,0.2465,0.2976,0.5441
218691361,2023-07-30 01:00:00,0.48,1,182.53,0.48,2.85,0.1392,0.342,0.4812
218691361,2023-07-30 01:30:00,0.84,2,168.77,0.84,2.49,0.2436,0.2988,0.5424
218691361,2023-07-30 02:00:00,0.85,3,123.63,0.85,2.48,0.2465,0.2976,0.5441
218691361,2023-07-30 02:30:00,0.48,4,120.31,0.48,2.85,0.1392,0.342,0.4812
218691361,2023-07-30 03:00:00,0.83,5,151.03,0.83,2.5,0.2407,0.3,0.5407
218691361,2023-07-30 03:30:00,0.86,6,132.05,0.86,2.47,0.2494,0.2964,0.5458
218691361,2023-07-30 04:00:00,0.48,7,133.77,0.48,2.85,0.1392,0.342,0.4812
218691361,2023-07-30 04:30:00,0.83,8,126.65,0.83,2.5,0.2407,0.3,0.5407
218691361,2023-07-30 05:00:00,0.85,9,138.8,0.85,2.48,0.2465,0.2976,0.5441
218691361,2023-07-30 05:30:00,0.51,10,127.14,0.51,2.82,0.1479,0.3384,0.4863
218691361,2023-07-30 06:00:00,0.84,11,145.4,0.84,2.49,0.2436,0.2988,0.5424
218691361,2023-07-30 06:30:00,0.83,12,123.13,0.83,2.5,0.2407,0.3,0.5407
218691361,2023-07-30 07:00:00,0.5,13,134.49,0.5,2.83,0.145,0.3396,0.4846
218691361,2023-07-30 07:30:00,0.83,14,144.83,0.83,2.5,0.2407,0.3,0.5407
218691361,2023-07-30 08:00:00,0.82,15,132.55,0.82,2.51,0.2378,0.3012,0.539
218691361,2023-07-30 08:30:00,0.5,16,121.56,0.5,2.83,0.145,0.3396,0.4846
218691361,2023-07-30 09:00:00,0.82,17,160.32,0.82,2.51,0.2378,0.3012,0.539
218691361,2023-07-30 09:30:00,0.81,18,160.92,0.81,2.52,0.2349,0.3024,0.5373
218691361,2023-07-30 10:00:00,0.5,19,164.92,0.5,2.83,0.145,0.3396,0.4846
218691361,2023-07-30 10:30:00,0.81,20,138.72,0.81,2.52,0.2349,0.3024,0.5373
218691361,2023-07-30 11:00:00,0.82,21,117.62,0.82,2.51,0.2378,0.3012,0.539
218691361,2023-07-30 11:30:00,0.49,22,115.21,0.49,2.84,0.1421,0.3408,0.4829
218691361,2023-07-30 12:00:00,0.83,23,118.2,0.83,2.5,0.2407,0.3,0.5407
218691361,2023-07-30 12:30:00,0.83,24,106.8,0.83,2.5,0.2407,0.3,0.5407
218691361,2023-07-30 13:00:00,0.46,25,101.93,0.46,2.87,0.1334,0.3444,0.4778
218691361,2023-07-30 13:30:00,0.85,26,112.4,0.85,2.48,0.2465,0.2976,0.5441
218691361,2023-07-30 14:00:00,0.82,27,117.58,0.82,2.51,0.2378,0.3012,0.539
218691361,2023-07-30 14:30:00,0.47,28,113.3,0.47,2.86,0.1363,0.3432,0.4795
218691361,2023-07-30 15:00:00,0.85,29,108,0.85,2.48,0.2465,0.2976,0.5441
218691361,2023-07-30 15:30:00,0.87,30,96.57,0.87,2.46,0.2523,0.2952,0.5475
218691361,2023-07-30 16:00:00,0.5,31,96.69,0.5,2.83,0.145,0.3396,0.4846
218691361,2023-07-30 16:30:00,0.82,32,102.52,0.82,2.51,0.2378,0.3012,0.539
218691361,2023-07-30 17:00:00,0.82,33,99.11,0.82,2.51,0.2378,0.3012,0.539
218691361,2023-07-30 17:30:00,0.49,34,133.15,0.49,2.84,0.1421,0.3408,0.4829
218691361,2023-07-30 18:00:00,0.83,35,128.93,0.83,2.5,0.2407,0.3,0.5407
218691361,2023-07-30 18:30:00,0.82,36,155.09,0.82,2.51,0.2378,0.3012,0.539
218691361,2023-07-30 19:00:00,0.49,37,186.56,0.49,2.84,0.1421,0.3408,0.4829
218691361,2023-07-30 19:30:00,0.83,38,176.47,0.83,2.5,0.2407,0.3,0.5407
218691361,2023-07-30 20:00:00,0.82,39,160.56,0.82,2.51,0.2378,0.3012,0.539
218691361,2023-07-30 20:30:00,0.48,40,150.1,0.48,2.85,0.1392,0.342,0.4812
218691361,2023-07-30 21:00:00,0.85,41,162.43,0.85,2.48,0.2465,0.2976,0.5441
218691361,2023-07-30 21:30:00,0.83,42,139.42,0.83,2.5,0.2407,0.3,0.5407
218691361,2023-07-30 22:00:00,0.49,43,165.24,0.49,2.84,0.1421,0.3408,0.4829
218691361,2023-07-30 22:30:00,0.85,44,163.75,0.85,2.48,0.2465,0.2976,0.5441
218691361,2023-07-30 23:00:00,0.83,45,133.18,0.83,2.5,0.2407,0.3,0.5407
218691361,2023-07-30 23:30:00,0.51,46,152.61,0.51,2.82,0.1479,0.3384,0.4863
218691361,2023-07-31 00:00:00,0.85,47,105.12,0.85,2.48,0.2465,0.2976,0.5441
218691361,2023-07-31 00:30:00,0.82,48,84.34,0.82,2.51,0.2378,0.3012,0.539
218691361,2023-07-31 01:00:00,0.53,1,77.42,0.53,2.8,0.1537,0.336,0.4897
218691361,2023-07-31 01:30:00,0.84,2,72,0.84,2.49,0.2436,0.2988,0.5424
218691361,2023-07-31 02:00:00,0.81,3,116.17,0.81,2.52,0.2349,0.3024,0.5373
218691361,2023-07-31 02:30:00,0.54,4,80.83,0.54,2.79,0.1566,0.3348,0.4914
218691361,2023-07-31 03:00:00,0.84,5,89.71,0.84,2.49,0.2436,0.2988,0.5424
218691361,2023-07-31 03:30:00,0.82,6,84.28,0.82,2.51,0.2378,0.3012,0.539
218691361,2023-07-31 04:00:00,0.54,7,89.98,0.54,2.79,0.1566,0.3348,0.4914
218691361,2023-07-31 04:30:00,0.84,8,98.3,0.84,2.49,0.2436,0.2988,0.5424
218691361,2023-07-31 05:00:00,0.8,9,100.08,0.8,2.53,0.232,0.3036,0.5356
218691361,2023-07-31 05:30:00,0.53,10,122.11,0.53,2.8,0.1537,0.336,0.4897
218691361,2023-07-31 06:00:00,0.83,11,127.72,0.83,2.5,0.2407,0.3,0.5407
218691361,2023-07-31 06:30:00,0.81,12,128.09,0.81,2.52,0.2349,0.3024,0.5373
218691361,2023-07-31 07:00:00,0.53,13,144.64,0.53,2.8,0.1537,0.336,0.4897
218691361,2023-07-31 07:30:00,0.84,14,125.19,0.84,2.49,0.2436,0.2988,0.5424
218691361,2023-07-31 08:00:00,0.84,15,136.22,0.84,2.49,0.2436,0.2988,0.5424
218691361,2023-07-31 08:30:00,0.71,16,125.54,0.71,2.62,0.2059,0.3144,0.5203
218691361,2023-07-31 09:00:00,1.17,17,134.81,1.17,2.16,0.3393,0.2592,0.5985
218691361,2023-07-31 09:30:00,1.62,18,111.83,1.62,1.71,0.4698,0.2052,0.675
218691361,2023-07-31 10:00:00,1.26,19,119.45,1.26,2.07,0.3654,0.2484,0.6138
218691361,2023-07-31 10:30:00,1.66,20,180.6,1.66,1.67,0.4814,0.2004,0.6818
218691361,2023-07-31 11:00:00,1.61,21,145.83,1.61,1.72,0.4669,0.2064,0.6733
218691361,2023-07-31 11:30:00,1.26,22,152.27,1.26,2.07,0.3654,0.2484,0.6138
218691361,2023-07-31 12:00:00,1.61,23,106.9,1.61,1.72,0.4669,0.2064,0.6733
218691361,2023-07-31 12:30:00,1.6,24,94.35,1.6,1.73,0.464,0.2076,0.6716
218691361,2023-07-31 13:00:00,0.72,25,100.87,0.72,2.61,0.2088,0.3132,0.522
218691361,2023-07-31 13:30:00,0.93,26,89.79,0.93,2.4,0.2697,0.288,0.5577
218691361,2023-07-31 14:00:00,1.13,27,96.01,1.13,2.2,0.3277,0.264,0.5917
218691361,2023-07-31 14:30:00,0.6,28,89.18,0.6,2.73,0.174,0.3276,0.5016
218691361,2023-07-31 15:00:00,1.12,29,85.12,1.12,2.21,0.3248,0.2652,0.59
218691361,2023-07-31 15:30:00,0.88,30,88.63,0.88,2.45,0.2552,0.294,0.5492
218691361,2023-07-31 16:00:00,1.24,31,92.17,1.24,2.09,0.3596,0.2508,0.6104
218691361,2023-07-31 16:30:00,1.8,32,106.02,1.8,1.53,0.522,0.1836,0.7056
218691361,2023-07-31 17:00:00,1.3,33,103.07,1.3,2.03,0.377,0.2436,0.6206
218691361,2023-07-31 17:30:00,0.6,34,108.15,0.6,2.73,0.174,0.3276,0.5016
218691361,2023-07-31 18:00:00,0.97,35,76.46,0.97,2.36,0.2813,0.2832,0.5645
218691361,2023-07-31 18:30:00,0.66,36,111.03,0.66,2.67,0.1914,0.3204,0.5118
218691361,2023-07-31 19:00:00,0.81,37,136.1,0.81,2.52,0.2349,0.3024,0.5373
218691361,2023-07-31 19:30:00,0.83,38,137.58,0.83,2.5,0.2407,0.3,0.5407
218691361,2023-07-31 20:00:00,0.73,39,116.39,0.73,2.6,0.2117,0.312,0.5237
218691361,2023-07-31 20:30:00,0.71,40,102.57,0.71,2.62,0.2059,0.3144,0.5203
218691361,2023-07-31 21:00:00,0.97,41,128.62,0.97,2.36,0.2813,0.2832,0.5645
218691361,2023-07-31 21:30:00,0.58,42,127.44,0.58,2.75,0.1682,0.33,0.4982
218691361,2023-07-31 22:00:00,0.9,43,161.18,0.9,2.43,0.261,0.2916,0.5526
218691361,2023-07-31 22:30:00,0.84,44,127.19,0.84,2.49,0.2436,0.2988,0.5424
218691361,2023-07-31 23:00:00,0.63,45,135.95,0.63,2.7,0.1827,0.324,0.5067
218691361,2023-07-31 23:30:00,0.82,46,117.58,0.82,2.51,0.2378,0.3012,0.539
218691361,2023-08-01 00:00:00,0.99,47,125.77,0.99,2.34,0.2871,0.2808,0.5679
218691361,2023-08-01 00:30:00,0.48,48,124.8,0.48,2.85,0.1392,0.342,0.4812
218691361,2023-08-01 01:00:00,0.99,1,105.73,0.99,2.34,0.2871,0.2808,0.5679
218691361,2023-08-01 01:30:00,0.85,2,107.74,0.85,2.48,0.2465,0.2976,0.5441
218691361,2023-08-01 02:00:00,0.62,3,96.71,0.62,2.71,0.1798,0.3252,0.505
218691361,2023-08-01 02:30:00,0.85,4,89.2,0.85,2.48,0.2465,0.2976,0.5441
218691361,2023-08-01 03:00:00,0.99,5,85.35,0.99,2.34,0.2871,0.2808,0.5679
218691361,2023-08-01 03:30:00,0.48,6,86.49,0.48,2.85,0.1392,0.342,0.4812
218691361,2023-08-01 04:00:00,0.99,7,80.8,0.99,2.34,0.2871,0.2808,0.5679
218691361,2023-08-01 04:30:00,0.83,8,74.62,0.83,2.5,0.2407,0.3,0.5407
218691361,2023-08-01 05:00:00,0.62,9,82.46,0.62,2.71,0.1798,0.3252,0.505
218691361,2023-08-01 05:30:00,0.87,10,97.41,0.87,2.46,0.2523,0.2952,0.5475
218691361,2023-08-01 06:00:00,0.96,11,110.14,0.96,2.37,0.2784,0.2844,0.5628
218691361,2023-08-01 06:30:00,0.59,12,99.88,0.59,2.74,0.1711,0.3288,0.4999
218691361,2023-08-01 07:00:00,1.6,13,116.33,1.6,1.73,0.464,0.2076,0.6716
218691361,2023-08-01 07:30:00,1.36,14,101.21,1.36,1.97,0.3944,0.2364,0.6308
218691361,2023-08-01 08:00:00,0.58,15,116.43,0.58,2.75,0.1682,0.33,0.4982
218691361,2023-08-01 08:30:00,1.04,16,138.33,1.04,2.29,0.3016,0.2748,0.5764
218691361,2023-08-01 09:00:00,0.78,17,111.23,0.78,2.55,0.2262,0.306,0.5322
218691361,2023-08-01 09:30:00,0.93,18,97.72,0.93,2.4,0.2697,0.288,0.5577
218691361,2023-08-01 10:00:00,0.98,19,100.13,0.98,2.35,0.2842,0.282,0.5662
218691361,2023-08-01 10:30:00,1.03,20,98.9,1.03,2.3,0.2987,0.276,0.5747
218691361,2023-08-01 11:00:00,0.9,21,88.81,0.9,2.43,0.261,0.2916,0.5526
218691361,2023-08-01 11:30:00,1.11,22,105.59,1.11,2.22,0.3219,0.2664,0.5883
218691361,2023-08-01 12:00:00,0.82,23,97.26,0.82,2.51,0.2378,0.3012,0.539
218691361,2023-08-01 12:30:00,0.97,24,103.73,0.97,2.36,0.2813,0.2832,0.5645
218691361,2023-08-01 13:00:00,0.93,25,118.62,0.93,2.4,0.2697,0.288,0.5577
218691361,2023-08-01 13:30:00,0.69,26,96.35,0.69,2.64,0.2001,0.3168,0.5169
218691361,2023-08-01 14:00:00,1.08,27,94.94,1.08,2.25,0.3132,0.27,0.5832
218691361,2023-08-01 14:30:00,0.93,28,91.05,0.93,2.4,0.2697,0.288,0.5577
218691361,2023-08-01 15:00:00,0.7,29,101.67,0.7,2.63,0.203,0.3156,0.5186
218691361,2023-08-01 15:30:00,0.96,30,88.7,0.96,2.37,0.2784,0.2844,0.5628
218691361,2023-08-01 16:00:00,0.92,31,92.18,0.92,2.41,0.2668,0.2892,0.556
218691361,2023-08-01 16:30:00,0.69,32,114.97,0.69,2.64,0.2001,0.3168,0.5169
218691361,2023-08-01 17:00:00,0.89,33,107.54,0.89,2.44,0.2581,0.2928,0.5509
218691361,2023-08-01 17:30:00,0.95,34,107.82,0.95,2.38,0.2755,0.2856,0.5611
218691361,2023-08-01 18:00:00,0.47,35,95.53,0.47,2.86,0.1363,0.3432,0.4795
218691361,2023-08-01 18:30:00,0.88,36,82.25,0.88,2.45,0.2552,0.294,0.5492
218691361,2023-08-01 19:00:00,0.91,37,100.01,0.91,2.42,0.2639,0.2904,0.5543
218691361,2023-08-01 19:30:00,0.48,38,99.14,0.48,2.85,0.1392,0.342,0.4812
218691361,2023-08-01 20:00:00,0.97,39,91.61,0.97,2.36,0.2813,0.2832,0.5645
218691361,2023-08-01 20:30:00,0.85,40,88.67,0.85,2.48,0.2465,0.2976,0.5441
218691361,2023-08-01 21:00:00,0.61,41,92.94,0.61,2.72,0.1769,0.3264,0.5033
218691361,2023-08-01 21:30:00,0.86,42,93.28,0.86,2.47,0.2494,0.2964,0.5458
218691361,2023-08-01 22:00:00,0.91,43,98.66,0.91,2.42,0.2639,0.2904,0.5543
218691361,2023-08-01 22:30:00,0.54,44,102.86,0.54,2.79,0.1566,0.3348,0.4914
218691361,2023-08-01 23:00:00,0.97,45,102.01,0.97,2.36,0.2813,0.2832,0.5645
218691361,2023-08-01 23:30:00,0.77,46,91.06,0.77,2.56,0.2233,0.3072,0.5305
218691361,2023-08-02 00:00:00,0.76,47,134.86,0.76,2.57,0.2204,0.3084,0.5288
218691361,2023-08-02 00:30:00,0.86,48,103.97,0.86,2.47,0.2494,0.2964,0.5458
218691361,2023-08-02 01:00:00,0.79,1,117.17,0.79,2.54,0.2291,0.3048,0.5339
218691361,2023-08-02 01:30:00,0.78,2,109.79,0.78,2.55,0.2262,0.306,0.5322
218691361,2023-08-02 02:00:00,0.89,3,132.69,0.89,2.44,0.2581,0.2928,0.5509
218691361,2023-08-02 02:30:00,0.72,4,104.66,0.72,2.61,0.2088,0.3132,0.522
218691361,2023-08-02 03:00:00,0.76,5,92.59,0.76,2.57,0.2204,0.3084,0.5288
218691361,2023-08-02 03:30:00,1.01,6,65.35,1.01,2.32,0.2929,0.2784,0.5713
218691361,2023-08-02 04:00:00,0.48,7,94.37,0.48,2.85,0.1392,0.342,0.4812
218691361,2023-08-02 04:30:00,1,8,72.97,1,2.33,0.29,0.2796,0.5696
218691361,2023-08-02 05:00:00,0.93,9,53.62,0.93,2.4,0.2697,0.288,0.5577
218691361,2023-08-02 05:30:00,0.59,10,105.88,0.59,2.74,0.1711,0.3288,0.4999
218691361,2023-08-02 06:00:00,1.01,11,138.61,1.01,2.32,0.2929,0.2784,0.5713
218691361,2023-08-02 06:30:00,0.85,12,102.78,0.85,2.48,0.2465,0.2976,0.5441
218691361,2023-08-02 07:00:00,0.66,13,124.81,0.66,2.67,0.1914,0.3204,0.5118
218691361,2023-08-02 07:30:00,1.04,14,102.11,1.04,2.29,0.3016,0.2748,0.5764
218691361,2023-08-02 08:00:00,0.9,15,100.58,0.9,2.43,0.261,0.2916,0.5526
218691361,2023-08-02 08:30:00,0.74,16,126.11,0.74,2.59,0.2146,0.3108,0.5254
218691361,2023-08-02 09:00:00,0.95,17,155.91,0.95,2.38,0.2755,0.2856,0.5611
218691361,2023-08-02 09:30:00,0.74,18,145.27,0.74,2.59,0.2146,0.3108,0.5254
218691361,2023-08-02 10:00:00,0.72,19,117.97,0.72,2.61,0.2088,0.3132,0.522
218691361,2023-08-02 10:30:00,0.85,20,119.59,0.85,2.48,0.2465,0.2976,0.5441
218691361,2023-08-02 11:00:00,0.52,21,125.36,0.52,2.81,0.1508,0.3372,0.488
218691361,2023-08-02 11:30:00,0.96,22,148.56,0.96,2.37,0.2784,0.2844,0.5628
218691361,2023-08-02 12:00:00,0.93,23,130.61,0.93,2.4,0.2697,0.288,0.5577
218691361,2023-08-02 12:30:00,0.5,24,110.76,0.5,2.83,0.145,0.3396,0.4846
218691361,2023-08-02 13:00:00,0.84,25,136.48,0.84,2.49,0.2436,0.2988,0.5424
218691361,2023-08-02 13:30:00,0.82,26,138.17,0.82,2.51,0.2378,0.3012,0.539
218691361,2023-08-02 14:00:00,0.48,27,186.72,0.48,2.85,0.1392,0.342,0.4812
218691361,2023-08-02 14:30:00,0.82,28,188.77,0.82,2.51,0.2378,0.3012,0.539
218691361,2023-08-02 15:00:00,0.72,29,188.65,0.72,2.61,0.2088,0.3132,0.522
218691361,2023-08-02 15:30:00,0.56,30,177.44,0.56,2.77,0.1624,0.3324,0.4948
218691361,2023-08-02 16:00:00,0.82,31,148.02,0.82,2.51,0.2378,0.3012,0.539
218691361,2023-08-02 16:30:00,0.51,32,184.27,0.51,2.82,0.1479,0.3384,0.4863
218691361,2023-08-02 17:00:00,0.8,33,172.42,0.8,2.53,0.232,0.3036,0.5356
218691361,2023-08-02 17:30:00,0.84,34,199.51,0.84,2.49,0.2436,0.2988,0.5424
218691361,2023-08-02 18:00:00,0.48,35,201.68,0.48,2.85,0.1392,0.342,0.4812
218691361,2023-08-02 18:30:00,0.82,36,731.26,0.82,2.51,0.2378,0.3012,0.539
218691361,2023-08-02 19:00:00,2.48,37,564.41,2.48,0.85,0.7192,0.102,0.8212
218691361,2023-08-02 19:30:00,2.14,38,192.25,2.14,1.19,0.6206,0.1428,0.7634
218691361,2023-08-02 20:00:00,2.5,39,191.64,2.5,0.83,0.725,0.0996,0.8246
218691361,2023-08-02 20:30:00,2.45,40,158.43,2.45,0.88,0.7105,0.1056,0.8161
218691361,2023-08-02 21:00:00,0.57,41,161.28,0.57,2.76,0.1653,0.3312,0.4965
218691361,2023-08-02 21:30:00,0.85,42,188.62,0.85,2.48,0.2465,0.2976,0.5441
218691361,2023-08-02 22:00:00,0.64,43,191.57,0.64,2.69,0.1856,0.3228,0.5084
